channel_id,name_holodex,english_name,group,branch,channel_type,inactive,comments_crawled_at,twitter,display_name,kana,kana_alias,units,topic_search,color
UCErj8GX-TnIO8QVWYsDzIwQ,七海Nana7mi,Nana7mi,VirtuaReal (CN),CN,,FALSE,2026-09-24T19:08:40.046Z,NanamiVr,,,,,,
UCtC3B1n4XMiJmrDtu1Ni5qw,七瀬 すず菜 / Nanase Suzuna【にじさんじ】,Nanase Suzuna,Speciale,本家,liver,FALSE,2026-09-25T00:07:52.010Z,Suzuna_Nanase,七瀬すず菜,ななせすずな,すずな,,,#9DD9B9
UCNW1Ex0r6HsWRD4LCtPwvoQ,三枝明那 / Saegusa Akina,Saegusa Akina,Benizuwaigani,本家,liver,FALSE,2026-09-25T00:57:58.020Z,333akina,三枝明那,さえぐさあきな,あきな,,,#F03C32
UC6wvdADTJ88OfIbJYIpAaDA,不破 湊 / Fuwa Minato【にじさんじ】,Fuwa Minato,Night Kingdom,本家,liver,FALSE,2026-09-25T01:23:46.010Z,Fuwa_Minato,不破湊,ふわみなと,みなと,,,#BF69F4
UCzcuYIyP-1YcXC96t9J5yWQ,九里詠太 / Kuri Eita【にじさんじ】,Kuri Eita,Y4T4,本家,liver,FALSE,2026-09-24T21:13:40.014Z,Eita_2434,九里詠太,くりえいた,えいた,,,#CC8F7A
UCu-rV2gPtJ-CsGxe71z_BrQ,五十嵐梨花 / Igarashi Rika 【にじさんじ】,Igarashi Rika,Idios,本家,liver,FALSE,2026-09-24T23:33:46.015Z,1garashi_Rika,五十嵐梨花,いがらしりか,りか,,,#FF8C3C
UCiBBDZ-ndtBgE4xKbswlgXQ,五木左京 / Itsuki Sakyo【にじさんじ】,Itsuki Sakyo,Eriburi,本家,liver,FALSE,2026-09-25T03:27:46.012Z,Itsuki_Sakyo,五木左京,いつきさきょう,さきょう,,,#F3A4A9
UCT5-iIJ3np5QwBkp_OiBTYQ,今宵、××と夢を見る。,Yoiyume,Yoiyume,本家,unit,FALSE,2026-09-24T22:32:52.013Z,yoiyume_info,,,,,,
UCz89MGFBrAqwJ5xMr5weSuA,伊波ライ / Inami Rai【にじさんじ】,Inami Rai,Dytica,本家,liver,FALSE,2026-09-24T22:30:40.015Z,rai_173,伊波ライ,いなみらい,らい,,,#DCFF50
UCXU7YYxy_iQd3ulXyO-zC2w,伏見ガク【にじさんじ所属】,Fushimi Gaku,Second Generation,本家,liver,FALSE,2026-09-24T18:07:46.012Z,gaku_fushimi,伏見ガク,ふしみがく,がく,,,#FFCB5B
UCy8P3o5XlMpJGQY4WugzdNA,佐伯イッテツ / Saiki Ittetsu【にじさんじ】,Saiki Ittetsu,Oriens,本家,liver,FALSE,2026-09-25T00:00:58.013Z,Saiki_Supadari,佐伯イッテツ,さいきいってつ,いってつ,,,#8C4664
UCiA-trSZfB0i92V_-dyDqBw,倉持めると / Kuramochi Meruto【にじさんじ】,Kuramochi Meruto,Idios,本家,liver,FALSE,2026-09-24T23:50:58.013Z,k_meruto,倉持めると,くらもちめると,めると,,,#EB4682
UC8C1LLhBhf_E2IBPLSDJXlQ,健屋花那【にじさんじ】KanaSukoya,Sukoya Kana,Tulip-gumi,本家,liver,FALSE,2026-09-24T18:19:40.016Z,sukosuko_sukoya,健屋花那,すこやかな,かな,,,#FF2FA2
UCe22Bcwd_GCpTjLxn83zl7A,先斗寧 / Ponto Nei 【にじさんじ】,Ponto Nei,Ranunculus,本家,liver,FALSE,2026-09-24T23:41:52.010Z,ponto_nei,先斗寧,ぽんとねい,ねい,,,#5A7DFF
UCv1fFr156jc65EMiLbaLImw,剣持刀也,Kenmochi Toya,Second Generation,本家,liver,FALSE,2026-09-25T03:56:58.012Z,rei_Toya_rei,剣持刀也,けんもちとうや,とうや,,,#A590AF
UCmovZ2th3Sqpd00F5RdeigQ,加賀美 ハヤト/Hayato Kagami,Kagami Hayato,SMC-gumi,本家,liver,FALSE,2026-09-24T23:48:42.057Z,H_KAGAMI2434,加賀美ハヤト,かがみはやと,はやと,,,#B9ADB9
UC8vZcu6W-EJ6UYEy_C31c-A,勺Shaun,Shaun,VirtuaReal (CN),CN,,FALSE,2026-09-24T18:04:52.011Z,ShaunVirtuaReal,,,,,,
UCRqBKoKuX30ruKAq05pCeRQ,北小路ヒスイ / Kitakoji Hisui 【にじさんじ】,Kitakoji Hisui,Selene Drama Club,本家,liver,FALSE,2026-09-25T03:31:40.013Z,Hisui_Kitakoji,北小路ヒスイ,きたこうじひすい,ひすい,,,#38B48B
UCcx3crxPFi006DUhb_YU-tw,北見遊征 / Kitami Yusei【にじさんじ】,Kitami Yusei,3SKM,本家,liver,FALSE,2026-09-24T18:40:40.012Z,Kitami_Coolguy,北見遊征,きたみゆうせい,ゆうせい,,,#FF6E1E
UCrRdBPzK4sj-MMvYOhHRvHg,十河ののは / Togawa Nonoha【にじさんじ】,Togawa Nonoha,Yoiyume,本家,liver,FALSE,2026-09-24T22:28:40.012Z,Togawa_Nonoha,十河ののは,とがわののは,ののは,,,#7DC7B0
UC5Qv2tPOI38OcnqOdUKkn7Q,千凛あゆむ / Senri Ayumu【にじさんじ】,Senri Ayumu,Y4T4,本家,liver,FALSE,2026-09-24T21:12:52.014Z,Senri_Ayumu,千凛あゆむ,せんりあゆむ,あゆむ,,,#543298
UC3lNFeJiTq6L3UWoz4g1e-A,卯月コウ,Uzuki Kou,Ex-SEEDs,本家,liver,FALSE,2026-09-25T02:11:46.011Z,udukikohh,卯月コウ,うづきこう,こう,,,#F9E97A
UChdY64fJb14Nfnbs8EGdQig,叢雲カゲツ / Murakumo Kagetsu【にじさんじ】,Murakumo Kagetsu,Dytica,本家,liver,FALSE,2026-09-24T22:51:58.013Z,Kagetsu_2434,叢雲カゲツ,むらくもかげつ,かげつ,,,#6EB487
UCzsCWYuvPUky3-DKzphYbEw,司賀りこ / Shiga Riko【にじさんじ】,Shiga Riko,AYAKAKI,本家,liver,FALSE,2026-09-24T16:57:46.017Z,Shigariko_,司賀りこ,しがりこ,りこ,,,#FFE36C
UCL_O_HXgLJx3Auteer0n0pA,周央 サンゴ / Suo Sango【にじさんじ】,Suo Sango,Selene Drama Club,本家,liver,FALSE,2026-09-25T02:12:46.027Z,Suo_Sango,周央サンゴ,すおうさんご,さんご,,,#EF8468
UCcDDxnoQcezyTUzHg5uHaKg,四季凪アキラ / Shikinagi Akira,Shikinagi Akira,VOLTACTION,本家,liver,FALSE,2026-09-25T00:02:46.026Z,Shikinagi_2434,四季凪アキラ,しきなぎあきら,あきら,,,#235AAA
UCHVSA2OScyef9W7OwPGgJ9w,城瀬いすみ / Shirose Isumi【にじさんじ】,Shirose Isumi,Splare,本家,liver,FALSE,2026-09-25T00:26:58.014Z,Shiro_Isumyan,城瀬いすみ,しろせいすみ,いすみ,,,#E5E2F6
UC9HYkiQZ1_b3J_F8gc12eaA,塚原大地 / Tsukahara Daichi【にじさんじ】,Tsukahara Daichi,Y4T4,本家,liver,FALSE,2026-09-24T21:08:46.037Z,BIG_Tsukahara,塚原大地,つかはらだいち,だいち,,,#4A4A5C
UCgIfLpQvelloDi8I0Ycbwpg,壱百満天原サロメ / Hyakumantenbara Salome,Hyakumantenbara Salome,2022 Solo,本家,liver,FALSE,2026-09-25T01:14:58.014Z,1000000lome,壱百満天原サロメ,ひゃくまんてんばらさろめ,さろめ,,,#CD3796
UCBjcx01rZwPDuUPzWLTsZVA,夜牛詩乃 / Yagyu Shino【にじさんじ】,Yagyu Shino,Yoiyume,本家,liver,FALSE,2026-09-24T22:28:58.015Z,YagyuShino,夜牛詩乃,やぎゅうしの,しの,,,#BD81D4
UCL34fAoFim9oHLbVzMKFavQ,夜見れな/yorumi rena【にじさんじ所属】,Yorumi Rena,SMC-gumi,本家,liver,FALSE,2026-09-25T04:07:46.012Z,rena_yorumi,夜見れな,よるみれな,れな,,,#F7265A
UCCVwhI5trmaSxfcze_Ovzfw,夢月ロア🌖Yuzuki Roa,Yuzuki Roa,Usa-chan Club,本家,liver,FALSE,2026-09-25T01:27:40.017Z,yuzuki_roa,夢月ロア,ゆづきろあ,ろあ,,,#D8368D
UCTIE7LM5X15NVugV7Krp9Hw,夢追翔のJUKE BOX,Yumeoi Kakeru,Ex-SEEDs,本家,liver,FALSE,2026-09-25T01:52:46.021Z,kakeru_yumeoi,夢追翔,ゆめおいかける,かける,,,#AC324B
UCAQDFeCTVdx90GtwohwjHzQ,天ヶ瀬 むゆ / Amagase Muyu 【にじさんじ】,Amagase Muyu,Ranunculus,本家,liver,FALSE,2026-09-24T23:42:40.017Z,Muyu_Amagase,天ヶ瀬むゆ,あまがせむゆ,むゆ,,,#FA5578
UCkIimWZ9gBJRamKF0rmPU8w,天宮 こころ / Amamya Ch.,Amamiya Kokoro,Posanke,本家,liver,FALSE,2026-09-25T03:45:52.013Z,amamiya_kokoro,天宮こころ,あまみやこころ,こころ,,,#C5EDFF
UCambvP8yxNDot4FzQc9cgiw,宇佐美リト / Usami Rito【にじさんじ】,Usami Rito,Oriens,本家,liver,FALSE,2026-09-24T23:49:58.012Z,usamirito_power,宇佐美リト,うさみりと,りと,,,#FAC31E
UCmUjjW5zF1MMOhYUwwwQv9Q,宇志海いちご,Ushimi Ichigo,Second Generation,本家,liver,FALSE,2026-09-24T16:58:40.018Z,ushimi_ichigo,宇志海いちご,うしみいちご,いちご,,,#FFCACE
UCWwwXXd_RPzj3LAyEfBslsg,安堂いなり channel,Andou Inari,VirtuaReal (CN),CN,,FALSE,2026-09-24T17:07:52.010Z,andou_inari,,,,,,
UC0PwyIlUefx1LGWjFI0QjMg,宫园凛,Miyazono Rin,VirtuaReal (CN),CN,,FALSE,2026-09-24T17:12:58.013Z,,,,,,,
UC_GCs6GARLxEHxy1w40d6VQ,家長むぎ【にじさんじ所属】,Ienaga Mugi,Second Generation,本家,liver,FALSE,2026-09-25T04:25:46.013Z,ienaga_mugi23,家長むぎ,いえながむぎ,むぎ,,,#FF899D
UCGGIGlgxXoVu1ZzbQ2XBxqQ,小々波いるか / Kokonami Iruka【にじさんじ】,Kokonami Iruka,Y4T4,本家,liver,FALSE,2026-09-24T21:09:46.012Z,Kokonami_Iruka,小々波いるか,ここなみいるか,いるか,,,#4270B2
UC5zM6N90dAJO3mP7B2oPyiw,小可Kero,Kero,VirtuaReal (CN),CN,,FALSE,2026-09-24T18:57:40.017Z,,,,,,,
UC6WFKwYptsxVue56Lx218vg,小柳ロウ / Koyanagi Rou【にじさんじ】,Koyanagi Rou,Dytica,本家,liver,FALSE,2026-09-24T22:53:46.013Z,Rou_2434,小柳ロウ,こやなぎろう,ろう,,,#5A5FAA
UCUP8TmlO7NNra88AMqGU_vQ,小清水 透 / Koshimizu Toru【にじさんじ】,Koshimizu Toru,Idios,本家,liver,FALSE,2026-09-24T23:32:58.013Z,toru_2434,小清水透,こしみずとおる,とおる,,,#CDA5FF
UCzHiiP2r1zyTr8A1-6HtQtw,山田龍一郎 / Yamada Ryuichiro【にじさんじ】,Yamada Ryuichiro,RhyZyGy,本家,liver,FALSE,2026-09-24T17:56:40.019Z,Ryuichiro_YMD,山田龍一郎,やまだりゅういちろう,りゅういちろう,,,#82ACC8
UCllKI7VjyANuS1RXatizfLQ,山神 カルタ / Karuta Yamagami,Yamagami Karuta,Orihimeboshi,本家,liver,FALSE,2026-09-24T23:14:58.013Z,Karuta_Yamagami,山神カルタ,やまがみかるた,かるた,,,#384B5A
UCGw7lrT-rVZCWHfdG9Frcgg,弦月 藤士郎 / Genzuki Tojiro【にじさんじ】,Genzuki Tojiro,VΔLZ,本家,liver,FALSE,2026-09-24T18:08:40.016Z,1O46V,弦月藤士郎,げんづきとうじろう,とうじろう,,,#B43246
UCwjlRIySBvZ-kLV5bfjya4A,御子神琴音 / Mikogami Kotone【にじさんじ】,Mikogami Kotone,Y4T4,本家,liver,FALSE,2026-09-24T21:11:40.012Z,Mikogami_Kotone,御子神琴音,みこがみことね,ことね,,,#D0669A
UC0WwEfE-jOM2rzjpdfhTzZA,愛園 愛美/Aizono Manami,Aizono Manami,Benizuwaigani,本家,liver,FALSE,2026-09-25T03:37:40.009Z,manami_aizono,愛園愛美,あいぞのまなみ,まなみ,,,#F98FB7
UCXRlIK3Cw_TJIQC5kSJJQMg,戌亥とこ -Inui Toko-,Inui Toko,Sanbaka,本家,liver,FALSE,2026-09-24T23:22:58.022Z,inui_toko,戌亥とこ,いぬいとこ,とこ,,,#92F3A4
UCBiqkFJljoxAj10SoP2w2Cg,文野環【にじさんじの野良猫】ふみのたまき,Fumino Tamaki,Second Generation,本家,liver,FALSE,2026-09-24T22:36:40.016Z,nekokan_chu,文野環,ふみのたまき,たまき,,,#EBDDB4
UC0xry7czPasj1wPxR8L0MZg,早乙女 ベリー / Saotome Berry【にじさんじ】,Saotome Berry,Speciale,本家,liver,FALSE,2026-09-25T00:22:41.672Z,Saotome_Berry,早乙女ベリー,さおとめべりー,べりー,,,#DF6D7C
UC2OacIzd2UxGHRGhdHl1Rhw,早瀬 走 / Hayase Sou【にじさんじ所属】,Hayase Sou,Tulip-gumi,本家,liver,FALSE,2026-09-24T16:36:46.015Z,SouHayase,早瀬走,はやせそう,そう,,,#AA7BE8
UC7hffDQLKIEG-_zoAQkMIvg,明楽 レイ /아키라 레이 / Ray Akira 【にじさんじ】,Akira Ray,Ex-KR Neiro wa Murasaki,旧KR,liver,FALSE,2026-09-25T01:58:52.009Z,RayAkira2434,明楽レイ,あきられい,れい Akira Ray,,,#A9CEEC
UCgZ0pH7j6c9z-pkOG3PYw1Q,星導ショウ / Hoshirube Sho【にじさんじ】,Hoshirube Sho,Dytica,本家,liver,FALSE,2026-09-24T22:42:52.013Z,Show_SylveSTAR,星導ショウ,ほしるべしょう,しょう,,,#A58CDC
UC9V3Y3_uzU5e-usObb6IE1w,星川サラ / Sara Hoshikawa,Hoshikawa Sara,Orihimeboshi,本家,liver,FALSE,2026-09-25T03:15:46.011Z,Sara_Hoshikawa,星川サラ,ほしかわさら,さら,,,#FAB80D
UCtAvQ5U0aXyKwm2i4GqFgJg,春崎エアル,Harusaki Air,Ex-SEEDs,本家,liver,FALSE,2026-09-24T23:17:52.010Z,harusakiair2434,春崎エアル,はるさきえある,えある,,,#4B5F9E
UCD-miitqNY3nyukJ4Fnf4_A,月ノ美兎,Tsukino Mito,First Generation,本家,liver,FALSE,2026-09-25T00:20:40.014Z,MitoTsukino,月ノ美兎,つきのみと,みと,,,#E43F3B
UC0g1AE0DOjBYnLhkgoRWN1w,本間ひまわり - Himawari Honma -,Honma Himawari,Ex-Gamers,本家,liver,FALSE,2026-09-24T18:16:58.012Z,honmahimawari,本間ひまわり,ほんまひまわり,ひまわり,,,#FBE340
UCRcLAVTbmx2-iNcXSsupdNA,来栖 夏芽-kurusu natsume-【にじさんじ】,Kurusu Natsume,Mananatsu,本家,liver,FALSE,2026-09-24T17:47:46.011Z,kurusu72me,来栖夏芽,くるすなつめ,なつめ,,,#8AD1EF
UCebT4Aq-3XWb5je1S1FvR_A,東堂コハク/ Todo Kohaku [にじさんじ],Todo Kohaku,Selene Drama Club,本家,liver,FALSE,2026-09-24T23:11:46.010Z,kohaku_todo,東堂コハク,とうどうこはく,こはく,,,#EA930A
UC7_MFM9b8hp5kuTSpa8WyOQ,栞葉るり / Shioriha Ruri【にじさんじ】,Shioriha Ruri,Mitarashi-dan,本家,liver,FALSE,2026-09-25T04:19:58.013Z,Ruri_4ori8,栞葉るり,しおりはるり,るり,,,#2887FF
UCWuahHb18QtcMAi_BMsStYA,桃星Tocci,Tocci,VirtuaReal (CN),CN,,FALSE,2026-09-24T20:08:58.013Z,tocci331,,,,,,
UCfQVs_KuXeNAlGa3fb8rlnQ,桜凛月,Sakura Ritsuki,Ex-SEEDs,本家,liver,FALSE,2026-09-24T23:39:46.009Z,SAKURA_RITSUKI,桜凛月,さくらりつき,りつき,,,#C57FC7
UCyJOgJhgfoVRpFjsBCUmuvg,梢桃音 / Kozue Mone【にじさんじ】,Kozue Mone,AYAKAKI,本家,liver,FALSE,2026-09-24T16:57:58.017Z,KozueMone,梢桃音,こずえもね,もね,,,#FFC6E2
UC_4tXjqecqox5Uc05ncxpxg,椎名唯華 / Shiina Yuika,Shiina Yuika,Ex-Gamers,本家,liver,FALSE,2026-09-25T02:24:58.013Z,yuika_siina,椎名唯華,しいなゆいか,ゆいか,,,#F1C8DE
UCyXBNgCulibV9pRm3ZKpmoQ,榊ネス / Sakaki Ness【にじさんじ】,Sakaki Ness,3SKM,本家,liver,FALSE,2026-09-24T18:46:40.131Z,Ness_Sakaki,榊ネス,さかきねす,ねす,,,#C2AAE6
UCsg-YqdqQ-KFF0LNk23BY4A,樋口楓【にじさんじ所属】,Higuchi Kaede,First Generation,本家,liver,FALSE,2026-09-25T01:16:52.010Z,HiguchiKaede,樋口楓,ひぐちかえで,かえで,,,#FBAF71
UCGLS7BOgNa6c03r7VYacblw,水面まどか / Minamo Madoka 【にじさんじ】,Minamo Madoka,Umyamii,本家,liver,FALSE,2026-09-24T22:19:40.010Z,Madoka_Minamo,水面まどか,みなもまどか,まどか,,,#FF8184
UC2NtHPaDUA5htYsjVrO8Gng,沙夜Saya-VirtuaReal,Saya,VirtuaReal (CN),CN,,FALSE,2026-09-24T19:48:41.076Z,Saya_VirtuaReal,,,,,,
UCtHY-tP0dyykhTRMmnfPs_g,海妹四葉 / Umise Yotsuha 【にじさんじ】,Umise Yotsuha,Ranunculus,本家,liver,FALSE,2026-09-24T23:24:40.020Z,Yotsuha_Umise,海妹四葉,うみせよつは,よつは,,,#FFE632
UCeK9HFcRZoTrvqcUCtccMoQ,渋谷ハジメのはじめ支部,Shibuya Hajime,First Generation,本家,liver,FALSE,2026-09-24T23:19:46.014Z,sibuya_hajime,渋谷ハジメ,しぶやはじめ,はじめ,,,#D7FAD7
UCpjypWF_wNRs9_TrjjWngpQ,渚トラウト / Nagisa Trout【にじさんじ】,Nagisa Trout,Speciale,本家,liver,FALSE,2026-09-25T00:06:52.013Z,Tr0uT_2434,渚トラウト,なぎさとらうと,とらうと,,,#77B6C2
UC4l9gz3q65lTBFfFtW5LLeA,渡会雲雀 / Watarai Hibari,Watarai Hibari,VOLTACTION,本家,liver,FALSE,2026-09-25T00:17:58.015Z,watarai_hibari,渡会雲雀,わたらいひばり,ひばり,,,#192332
UCaAu0DXNSPXCZPg6iHVwRVw,猫屋敷美紅 / Nekoyashiki Miku【にじさんじ】,Nekoyashiki Miku,Yoiyume,本家,liver,FALSE,2026-09-24T22:30:52.013Z,Nekoyashiki_39,猫屋敷美紅,ねこやしきみく,みく,,,#FF8C73
UCWRPqA0ehhWV4Hnp27PJCkQ,獅子堂 あかり / Shishido Akari【にじさんじ】,Shishido Akari,Idios,本家,liver,FALSE,2026-09-24T23:44:58.014Z,44do_akari,獅子堂あかり,ししどうあかり,あかり,,,#FFD728
UCkhViRjLUKgIcVpar9JiNrw,珠乃井ナナ / Tamanoi Nana【にじさんじ】,Tamanoi Nana,AYAKAKI,本家,liver,FALSE,2026-09-24T17:01:40.019Z,7_tamanoi,珠乃井ナナ,たまのいなな,なな,,,#63AED9
UCo2N7C-Z91waaR6lF3LL_jw,甲斐田 晴 / Kaida Haru【にじさんじ】,Kaida Haru,VΔLZ,本家,liver,FALSE,2026-09-24T17:54:58.013Z,Kaida_Haru,甲斐田晴,かいだはる,はる,,,#4DD7E3
UCFimqykDM5g9a5KxlW_e7ZQ,男虎 / Ono Tora【にじさんじ】,Onotora,Y4T4,本家,liver,FALSE,2026-09-24T21:16:40.013Z,OnoTora333,男虎,おのとら,,,,#442657
UCo7TRj3cS-f_1D9ZDmuTsjw,町田ちま【にじさんじ】,Machita Chima,Ex-SEEDs,本家,liver,FALSE,2026-09-24T18:02:52.011Z,chima_machita23,町田ちま,まちたちま,ちま,,,#80C8EF
UCam_xf14FPFsRshFTj4wkHw,白砂あやね / Shirasa Ayane【にじさんじ】,Shirasa Ayane,Umyamii,本家,liver,FALSE,2026-09-24T22:18:40.013Z,shirasa_ayane,白砂あやね,しらさあやね,あやね,,,#54A2E5
UCuvk5PilcvDECU7dDZhQiEw,白雪 巴/Shirayuki Tomoe,Shirayuki Tomoe,Night Kingdom,本家,liver,FALSE,2026-09-25T03:19:58.018Z,Tomoe_Shirayuki,白雪巴,しらゆきともえ,ともえ,,,#6E3FE7
UCcYrL_GQe8X8K2ARhw_Syww,皇れお / Sumeragi Reo【にじさんじ】,Sumeragi Reo,Splare,本家,liver,FALSE,2026-09-25T00:25:58.020Z,sumeragi_0o,皇れお,すめらぎれお,れお,,,#EEB1CC
UCvzVB-EYuHFXHZrObB8a_Og,矢車りね / Rine Yaguruma【にじさんじ】,Yaguruma Rine,Ex-SEEDs,本家,liver,FALSE,2026-09-25T00:10:46.018Z,Rine_Yaguruma,矢車りね,やぐるまりね,りね,,,#FEECD8
UCtLfA_qUqCJtjXJM2ZR_keg,石神のぞみ / Ishigami Nozomi【にじさんじ】,Ishigami Nozomi,Idios,本家,liver,FALSE,2026-09-24T23:54:40.015Z,I_Nozomi_,石神のぞみ,いしがみのぞみ,のぞみ,,,#E6325F
UCKMYISTJAQ8xTplUPHiABlA,社築,Yashiro Kizuku,Ex-SEEDs,本家,liver,FALSE,2026-09-25T02:37:52.009Z,846kizuQ,社築,やしろきずく,きずく,,,#B6C6F2
UCxTIuegV_Vqx11ctdeezPRQ,神永タイガ / Kaminaga Taiga【にじさんじ】,Kaminaga Taiga,RhyZyGy,本家,liver,FALSE,2026-09-24T17:55:46.014Z,Taiga_Kaminaga,神永タイガ,かみながたいが,たいが,,,#E4D571
UCWz0CSYCxf4MhRKPDm220AQ,神田笑一 / Kanda Shoichi【 にじさんじ 】,Kanda Shoichi,Ex-SEEDs,本家,liver,FALSE,2026-09-25T02:33:40.011Z,Kanda_Shoichi,神田笑一,かんだしょういち,しょういち,,,#F4D35B
UC_82HBGtvwN1hcGeOGHzUBQ,空星きらめ/Sorahoshi Kirame【にじさんじ】,Sorahoshi Kirame,Kiramero,本家,liver,FALSE,2026-09-25T00:01:52.013Z,kirame_2434,空星きらめ,そらほしきらめ,きらめ,,,#44DDF4
UCnbJ8LTbHrsRgqkxwJXCU8w,立伝都々 / Tachitsute Toto【にじさんじ】,Tachitsute Toto,Mitarashi-dan,本家,liver,FALSE,2026-09-25T04:37:52.010Z,tctt10_10,立伝都々,たちつてとと,とと,,,#C31E5A
UCPvGypSgfDkVe7JG2KygK7A,竜胆 尊 / Rindou Mikoto,Rindou Mikoto,Ex-SEEDs,本家,liver,FALSE,2026-09-24T23:21:46.011Z,RindouMikoto,竜胆尊,りんどうみこと,みこと,,,#745BFF
UCoztvTULBYd3WmStqYeoHcA,笹木咲 / Sasaki Saku,Sasaki Saku,Ex-Gamers,本家,liver,FALSE,2026-09-25T01:34:41.639Z,saku_sasaki,笹木咲,ささきさく,さく,,,#EF9AAF
UCo96eJdTpPOrxHFztYajbtg,篠宮ゆの / Shinomiya Yuno 【 にじさんじ 】,Shinomiya Yuno,Splare,本家,liver,FALSE,2026-09-25T00:26:40.020Z,Yuno_Shino38,篠宮ゆの,しのみやゆの,ゆの,,,#AAD9F4
UCiJ_Um3KbfF19NzkDYLzZVQ,綺沙良 / Kisara【にじさんじ】,Kisara,AYAKAKI,本家,liver,FALSE,2026-09-24T17:16:58.012Z,Kisara_2434,綺沙良,きさら,,,,#846FC7
UCqXxS-9x9Ha_UiH6hG4kh5Q,緋八マナ / Hibachi Mana【にじさんじ】,Hibachi Mana,Oriens,本家,liver,FALSE,2026-09-24T23:54:46.016Z,Hibachi_Mana,緋八マナ,ひばちまな,まな,,,#64C8F0
UCt5-0i4AVHXaWJrL8Wql3mw,緑仙 / Ryushen,Ryushen,Ex-SEEDs,本家,liver,FALSE,2026-09-25T03:55:52.018Z,midori_2434,緑仙,りゅーしぇん,りゅうしぇん,,,#5DCCAB
UCTi_rzf5QIkXjhJjkbcAdTg,緑仙の遊び場,Ryushen (Gaming),Ex-SEEDs,本家,sub,FALSE,2026-09-25T00:01:46.017Z,midori_2434,緑仙,りゅーしぇん,りゅうしぇん,,,#5DCCAB
UCJubINhCcFXlsBwnHp0wl_g,舞元啓介,Maimoto Keisuke,Ex-SEEDs,本家,liver,FALSE,2026-09-24T23:23:46.027Z,maimoto_k,舞元啓介,まいもとけいすけ,けいすけ,,,#094078
UCMK2y_YNb3KheoeMemLyShg,艾因Eine,Eine,VirtuaReal (CN),CN,,FALSE,2026-09-24T21:54:52.012Z,VirtuaRealEine,,,,,,
UCsFn_ueskBkMCEyzCEqAOvg,花畑チャイカ,Hanabatake Chaika,Ex-SEEDs,本家,liver,FALSE,2026-09-25T03:49:58.019Z,ZulmIhP1nlMOT5y,花畑チャイカ,はなばたけちゃいか,ちゃいか,,,#40CF84
UCcswLVd6KGBf5mIdzeO83bA,花籠つばさ / Hanakago Tsubasa 【にじさんじ】,Hanakago Tsubasa,Splare,本家,liver,FALSE,2026-09-25T00:27:58.012Z,Hanakago_2434rr,花籠つばさ,はなかごつばさ,つばさ,,,#818FBF
UCGYAYLDE7TZiiC8U6teciDQ,葉加瀬 冬雪 / Hakase Fuyuki,Hakase Fuyuki,SMC-gumi,本家,liver,FALSE,2026-09-24T18:16:52.010Z,Hakase_Fuyuki,葉加瀬冬雪,はかせふゆき,ふゆき,,,#EEFFFF
UCfipDDn7wY-C-SoUChgxCQQ,葉山舞鈴 / Ohayama Ch.,Hayama Marin,MajoMarity,本家,liver,FALSE,2026-09-25T01:13:40.011Z,Hayama_Marin,葉山舞鈴,はやままりん,まりん,,,#72D5CE
UCIq2HwA2iBOso7ar4VuU-TA,蝸堂みかる / Kadou Mikaru【にじさんじ】,Kadou Mikaru,Yoiyume,本家,liver,FALSE,2026-09-24T22:29:58.024Z,Kadou_Mikaru,蝸堂みかる,かどうみかる,みかる,,,#FFE673
UCkngxfPbmGyGl_RIq4FA3MQ,西園チグサ / Nishizono Chigusa,Nishizono Chigusa,Selene Drama Club,本家,liver,FALSE,2026-09-24T23:10:46.023Z,Chigusa_24zono,西園チグサ,にしぞのちぐさ,ちぐさ,,,#3A8FB7
UCufQu4q65z63IgE4cfKs1BQ,語部紡,Kataribe Tsumugu,2019 January 28th Debut,本家,liver,FALSE,2026-09-24T18:51:40.015Z,KataribeTsumugu,語部紡,かたりべつむぐ,つむぐ,,,#07A4E3
UCvQIBipkXlXXVdGga9sn8dw,诺莺Nox,Nox,VirtuaReal (CN),CN,,FALSE,2026-09-24T19:48:58.017Z,NoxVirtuareal,,,,,,
UC1vawzfbCnRpHT9SJ5pHlHw,赤城ウェン / Akagi Wen【にじさんじ】,Akagi Wen,Oriens,本家,liver,FALSE,2026-09-24T23:49:40.010Z,akagi_wen,赤城ウェン,あかぎうぇん,うぇん,,,#FF8C9B
UCBi8YaVyZpiKWN3_Z0dCTfQ,赤羽葉子ちゃんねる,Akabane Youko,Ex-Gamers,本家,liver,FALSE,2026-09-24T23:12:58.017Z,Youko_Akabane,赤羽葉子,あかばねようこ,ようこ,,,#CA636C
UCRV9d6YCYIMUszK-83TwxVA,轟京子/kyoko todoroki【にじさんじ】,Todoroki Kyoko,Ex-SEEDs,本家,liver,FALSE,2026-09-24T23:18:42.680Z,KT_seeds,轟京子,とどろききょうこ,きょうこ,,,#E66186
UCkQ8i_cz0prqdo9jj__L93Q,酒寄颯馬 / Sakayori Soma【にじさんじ】,Sakayori Soma,Speciale,本家,liver,FALSE,2026-09-25T00:17:40.055Z,sakayori_soma,酒寄颯馬,さかよりそうま,そうま,,,#BA6EA5
UC_a1ZYZ8ZTXpjg9xUY9sj8w,鈴原るる【にじさんじ所属】,Suzuhara Lulu,MahiLulu,本家,liver,FALSE,2026-09-25T02:09:52.010Z,lulu_suzuhara,鈴原るる,すずはらるる,るる,,,#FFADBB
